tarih,ilce,bildirimli_sum,t_2m:C,effective_cloud_cover:p,global_rad:W,relative_humidity_2m:p,wind_dir_10m:d,wind_speed_10m:ms,prob_precip_1h:p,t_apparent:C,Tatil
2024-02-01,izmir-konak,4,7.933333333333334,38.46666666666667,0.0,73.60000000000001,202.20000000000002,3.966666666666667,1.0,6.333333333333333,0.0
2024-02-01,izmir-menderes,2,5.633333333333333,58.73333333333333,0.0,74.06666666666666,218.20000000000002,3.1666666666666665,1.0,4.166666666666667,0.0
2024-02-01,izmir-menemen,2,6.266666666666667,35.733333333333334,0.0,71.26666666666667,86.56666666666666,3.0666666666666664,1.8666666666666665,4.566666666666666,0.0
2024-02-01,izmir-odemis,1,5.1,65.89999999999999,0.0,66.60000000000001,153.23333333333335,1.7333333333333332,1.0,4.066666666666666,0.0
2024-02-01,izmir-seferihisar,0,8.566666666666666,66.60000000000001,0.0,72.89999999999999,84.23333333333333,5.599999999999999,1.0,6.433333333333334,0.0
2024-02-01,izmir-tire,0,5.1000000000000005,61.53333333333333,0.0,76.23333333333333,83.73333333333333,1.7333333333333334,1.0,4.533333333333333,0.0
2024-02-01,izmir-torbali,0,4.766666666666667,61.6,0.0,74.16666666666667,165.0,1.7333333333333334,1.0,3.4333333333333336,0.0
2024-02-01,izmir-urla,1,7.966666666666666,62.76666666666667,0.0,73.03333333333333,106.93333333333334,6.166666666666667,1.0,5.766666666666667,0.0
2024-02-01,manisa-akhisar,1,3.633333333333333,64.76666666666667,0.0,79.53333333333335,60.333333333333336,2.3000000000000003,1.0,2.1,0.0
2024-02-01,manisa-alasehir,0,4.166666666666667,46.800000000000004,0.0,79.63333333333334,204.80000000000004,1.7666666666666668,1.0,3.033333333333333,0.0
2024-02-01,manisa-demirci,1,1.15,53.900000000000006,0.0,83.95,239.1,2.25,1.0,-1.35,0.0
2024-02-01,manisa-golmarmara,0,6.05,31.6,0.0,74.15,223.8,2.5,1.0,4.65,0.0
2024-02-01,manisa-gordes,1,2.15,53.0,0.0,71.19999999999999,70.4,1.65,1.0,1.3,0.0
2024-02-01,manisa-kirkagac,1,2.0999999999999996,54.3,0.0,77.7,246.8,1.6,1.0,0.9999999999999999,0.0
2024-02-01,manisa-koprubasi,0,2.0999999999999996,54.3,0.0,77.7,246.8,1.6,1.0,0.9999999999999999,0.0
2024-02-01,manisa-salihli,1,4.5,64.26666666666667,0.0,73.10000000000001,180.79999999999998,1.8666666666666665,1.0,2.966666666666667,0.0
2024-02-01,manisa-sarigol,0,1.1,41.7,0.0,94.0,153.9,1.5,1.0,-0.6,0.0
2024-02-01,manisa-saruhanli,0,5.066666666666666,44.93333333333334,0.0,71.63333333333334,70.56666666666666,1.7333333333333334,1.0,3.9333333333333336,0.0
2024-02-01,manisa-sehzadeler,2,5.433333333333334,38.0,0.0,72.86666666666666,117.0,1.4000000000000001,1.0,4.733333333333333,0.0
2024-02-01,manisa-selendi,0,2.0,51.666666666666664,0.0,84.83333333333333,173.26666666666665,1.9000000000000001,1.0,0.1666666666666666,0.0
2024-02-01,manisa-soma,1,4.466666666666666,46.26666666666667,0.0,80.36666666666667,82.53333333333335,1.5999999999999999,4.166666666666667,3.1999999999999997,0.0
2024-02-01,manisa-turgutlu,0,4.266666666666667,41.96666666666667,0.0,72.39999999999999,183.13333333333335,1.2,1.0,4.2,0.0
2024-02-01,manisa-yunusemre,2,5.6000000000000005,37.43333333333333,0.0,72.63333333333333,118.13333333333333,1.3666666666666665,1.0,4.866666666666667,0.0
2024-02-01,izmir-balcova,0,12.8,49.7,0.0,69.6,149.3,8.0,1.0,12.0,0.0
2024-02-01,izmir-beydag,0,8.0,46.3,0.0,90.4,131.8,1.8,1.0,7.1,0.0
2024-02-01,izmir-narlidere,3,10.6,49.85,0.0,71.0,142.3,5.6000000000000005,1.0,9.45,0.0
2024-02-01,izmir-selcuk,0,4.8,50.0,0.0,72.9,82.2,1.4,1.0,3.8,0.0
2024-02-01,manisa-kula,0,2.1333333333333333,51.96666666666667,0.0,73.83333333333333,203.66666666666666,2.4,1.0,-0.06666666666666672,0.0
2024-02-01,manisa-ahmetli,0,2.1333333333333333,51.96666666666667,0.0,73.83333333333333,203.66666666666666,2.4,1.0,-0.06666666666666672,0.0
2024-02-02,izmir-aliaga,1,10.5,62.96666666666667,0.0,78.83333333333333,144.56666666666666,5.133333333333334,30.3,9.799999999999999,0.0
2024-02-02,izmir-bayindir,1,8.200000000000001,51.166666666666664,0.0,79.46666666666665,73.63333333333334,1.7,1.0,7.466666666666668,0.0
2024-02-02,izmir-bayrakli,1,9.966666666666667,55.03333333333333,0.0,80.93333333333334,133.76666666666668,4.166666666666667,17.766666666666666,9.799999999999999,0.0
2024-02-02,izmir-bergama,2,7.833333333333333,67.16666666666667,0.0,79.03333333333335,172.96666666666667,2.033333333333333,32.166666666666664,7.666666666666667,0.0
2024-02-02,izmir-bornova,0,9.200000000000001,56.23333333333333,0.0,81.76666666666667,136.83333333333334,4.0,16.433333333333334,9.033333333333333,0.0
2024-02-02,izmir-buca,2,9.200000000000001,52.5,0.0,82.16666666666667,125.26666666666667,4.166666666666667,9.566666666666666,9.066666666666668,0.0
2024-02-02,izmir-cesme,2,12.466666666666667,64.66666666666667,0.0,70.13333333333333,146.23333333333332,7.3999999999999995,7.466666666666666,11.1,0.0
2024-02-02,izmir-cigli,1,10.299999999999999,51.56666666666666,0.0,79.5,123.46666666666665,5.866666666666667,29.166666666666668,9.333333333333334,0.0
2024-02-02,izmir-dikili,6,10.033333333333333,75.43333333333332,0.0,83.8,140.70000000000002,5.166666666666667,32.333333333333336,9.366666666666667,0.0
2024-02-02,izmir-foca,1,11.1,63.9,0.0,81.0,137.20000000000002,6.5,32.233333333333334,10.266666666666667,0.0
2024-02-02,izmir-gaziemir,1,9.333333333333334,52.166666666666664,0.0,80.0,115.59999999999998,4.233333333333333,7.8,9.166666666666666,0.0
2024-02-02,izmir-guzelbahce,0,11.066666666666668,57.36666666666667,0.0,77.36666666666667,134.33333333333334,6.666666666666667,32.03333333333333,10.299999999999999,0.0
2024-02-02,izmir-karabaglar,0,9.833333333333334,52.53333333333333,0.0,79.86666666666666,124.46666666666668,4.333333333333333,11.299999999999999,9.666666666666666,0.0
2024-02-02,izmir-karaburun,0,10.633333333333335,64.2,0.0,82.16666666666667,127.69999999999999,5.366666666666667,30.8,10.066666666666666,0.0
2024-02-02,izmir-karsiyaka,0,10.533333333333333,53.73333333333333,0.0,79.39999999999999,127.10000000000001,4.466666666666666,20.099999999999998,10.333333333333334,0.0
2024-02-02,izmir-kemalpasa,1,8.566666666666666,58.4,0.0,81.7,131.53333333333333,3.0666666666666664,2.2333333333333334,8.5,0.0
2024-02-02,izmir-kinik,0,8.6,64.26666666666667,0.0,71.66666666666667,151.16666666666666,1.9333333333333333,13.433333333333332,8.233333333333333,0.0
2024-02-02,izmir-kiraz,0,7.366666666666667,59.43333333333334,0.0,75.83333333333333,111.93333333333334,1.5,1.0,7.166666666666667,0.0
2024-02-02,izmir-konak,1,10.666666666666666,52.96666666666667,0.0,79.53333333333333,125.63333333333333,4.366666666666666,13.066666666666668,10.5,0.0
2024-02-02,izmir-menderes,0,9.0,48.0,0.0,83.13333333333334,228.4333333333333,4.233333333333333,2.566666666666667,8.833333333333334,0.0
2024-02-02,izmir-menemen,0,9.133333333333335,57.96666666666667,0.0,80.8,131.2,4.166666666666667,30.066666666666666,8.633333333333333,0.0
2024-02-02,izmir-odemis,3,8.5,52.6,0.0,68.43333333333334,75.56666666666666,1.7666666666666666,1.0,8.233333333333333,0.0
2024-02-02,izmir-seferihisar,1,10.833333333333334,56.96666666666667,0.0,84.03333333333335,131.73333333333332,6.166666666666667,17.733333333333334,10.033333333333333,0.0
2024-02-02,izmir-tire,0,8.833333333333334,50.29999999999999,0.0,76.23333333333333,134.5,2.033333333333333,1.0,8.666666666666666,0.0
2024-02-02,izmir-torbali,0,9.133333333333333,46.23333333333333,0.0,78.3,114.96666666666665,2.966666666666667,1.0,8.933333333333332,0.0
2024-02-02,izmir-urla,1,10.299999999999999,57.76666666666666,0.0,82.3,136.86666666666667,6.633333333333333,32.233333333333334,9.466666666666667,0.0
2024-02-02,manisa-akhisar,1,7.466666666666668,46.43333333333334,0.0,73.8,119.26666666666667,2.1333333333333333,1.0,7.266666666666667,0.0
2024-02-02,manisa-alasehir,2,7.666666666666667,58.666666666666664,0.0,71.10000000000001,181.33333333333334,2.0,1.0,6.566666666666666,0.0
2024-02-02,manisa-demirci,0,3.5,65.96666666666667,0.0,76.3,97.89999999999999,2.6333333333333333,1.0,1.7666666666666668,0.0
2024-02-02,manisa-golmarmara,0,2.7,0.0,0.0,62.2,20.6,0.5,1.0,2.7,0.0
2024-02-02,manisa-gordes,0,4.133333333333334,59.833333333333336,0.0,76.86666666666667,194.86666666666667,2.6,1.0,2.0333333333333337,0.0
2024-02-02,manisa-kirkagac,0,7.533333333333334,55.833333333333336,0.0,75.0,214.4,2.1,1.0,6.833333333333333,0.0
2024-02-02,manisa-koprubasi,0,11.0,96.75,0.0,75.5,99.65,2.55,1.0,10.2,0.0
2024-02-02,manisa-salihli,1,9.566666666666666,56.199999999999996,0.0,61.93333333333334,135.79999999999998,1.9666666666666666,1.0,9.133333333333333,0.0
2024-02-02,manisa-sarigol,0,8.1,63.23333333333333,0.0,66.89999999999999,141.46666666666667,1.5666666666666667,1.0,7.566666666666666,0.0
2024-02-02,manisa-saruhanli,0,12.100000000000001,73.85,0.0,68.6,140.45,1.9,5.7,11.45,0.0
2024-02-02,manisa-sehzadeler,3,8.4,56.666666666666664,0.0,73.53333333333335,185.0,1.5333333333333332,5.466666666666666,8.266666666666667,0.0
2024-02-02,manisa-selendi,0,6.233333333333334,59.800000000000004,0.0,71.7,92.26666666666667,2.1333333333333333,1.0,5.533333333333334,0.0
2024-02-02,manisa-soma,0,7.966666666666668,58.333333333333336,0.0,74.89999999999999,155.33333333333334,2.6,1.0,7.133333333333333,0.0
2024-02-02,manisa-turgutlu,0,9.1,50.96666666666667,0.0,66.53333333333335,152.16666666666666,2.5,1.0,7.866666666666667,0.0
2024-02-02,manisa-yunusemre,2,8.466666666666667,57.166666666666664,0.0,74.06666666666666,185.16666666666666,1.5,6.133333333333333,8.433333333333334,0.0
2024-02-02,izmir-balcova,0,11.133333333333333,53.333333333333336,0.0,76.36666666666667,123.26666666666667,4.866666666666667,18.266666666666666,10.733333333333334,0.0
2024-02-02,izmir-beydag,0,11.5,90.75,0.0,79.55000000000001,122.6,1.4,1.0,11.45,0.0
2024-02-02,izmir-narlidere,0,11.6,53.86666666666667,0.0,74.93333333333332,124.43333333333334,5.433333333333334,26.166666666666668,11.133333333333333,0.0
2024-02-02,izmir-selcuk,0,10.0,45.9,0.0,78.96666666666667,127.86666666666667,3.6666666666666665,1.0,9.733333333333333,0.0
2024-02-02,manisa-kula,1,4.933333333333334,59.333333333333336,0.0,71.36666666666667,202.0666666666667,2.8666666666666667,1.0,3.966666666666667,0.0
2024-02-02,manisa-ahmetli,0,4.300000000000001,36.65,0.0,72.65,202.55,2.05,1.0,3.15,0.0
2024-02-03,izmir-aliaga,0,10.533333333333333,77.2,0.0,82.46666666666667,150.76666666666668,4.3999999999999995,22.8,9.6,0.0
2024-02-03,izmir-bayindir,1,8.799999999999999,72.7,0.0,84.86666666666667,52.53333333333333,1.8333333333333333,6.133333333333333,8.066666666666666,0.0
2024-02-03,izmir-bayrakli,0,10.1,66.66666666666667,0.0,85.0,130.76666666666665,2.8666666666666667,39.9,9.866666666666667,0.0
2024-02-03,izmir-bergama,3,7.566666666666666,70.13333333333334,0.0,91.23333333333333,104.8,1.4666666666666668,20.366666666666667,7.433333333333334,0.0
2024-02-03,izmir-bornova,1,9.366666666666667,68.56666666666668,0.0,86.10000000000001,131.9,2.6,38.93333333333334,8.366666666666667,0.0
2024-02-03,izmir-buca,1,9.266666666666666,61.833333333333336,0.0,85.5,132.9,3.233333333333333,32.73333333333333,7.8999999999999995,0.0
2024-02-03,izmir-cesme,1,11.799999999999999,57.73333333333334,0.0,76.43333333333334,181.16666666666666,4.433333333333334,7.8,11.733333333333334,0.0
2024-02-03,izmir-cigli,0,10.6,65.60000000000001,0.0,84.89999999999999,130.43333333333334,3.633333333333333,8.6,9.9,0.0
2024-02-03,izmir-dikili,1,10.433333333333334,69.83333333333333,0.0,87.46666666666665,119.63333333333333,2.6666666666666665,52.93333333333334,10.4,0.0
2024-02-03,izmir-foca,0,11.200000000000001,69.5,0.0,83.39999999999999,145.06666666666666,5.333333333333333,56.199999999999996,10.533333333333333,0.0
2024-02-03,izmir-gaziemir,1,8.533333333333333,62.63333333333333,0.0,88.8,145.66666666666666,3.3333333333333335,46.666666666666664,7.133333333333333,0.0
2024-02-03,izmir-guzelbahce,0,10.799999999999999,64.76666666666667,0.0,87.93333333333334,151.96666666666667,4.3999999999999995,18.133333333333333,10.133333333333333,0.0
2024-02-03,izmir-karabaglar,4,9.6,61.5,0.0,85.76666666666667,136.0,3.5,43.199999999999996,8.166666666666666,0.0
2024-02-03,izmir-karaburun,0,11.033333333333333,64.53333333333333,0.0,84.76666666666667,158.70000000000002,3.4333333333333336,25.333333333333332,11.033333333333333,0.0
2024-02-03,izmir-karsiyaka,0,10.566666666666666,64.43333333333334,0.0,84.26666666666667,133.73333333333332,3.366666666666667,41.199999999999996,10.1,0.0
2024-02-03,izmir-kemalpasa,1,8.266666666666667,73.53333333333333,0.0,89.93333333333334,163.96666666666667,1.9333333333333333,21.866666666666664,7.433333333333333,0.0
2024-02-03,izmir-kinik,0,8.0,77.26666666666667,0.0,91.03333333333335,123.43333333333334,1.2666666666666666,32.300000000000004,7.699999999999999,0.0
2024-02-03,izmir-kiraz,2,10.3,99.55,0.0,81.8,78.35,1.65,47.6,9.7,0.0
2024-02-03,izmir-konak,1,10.6,62.46666666666667,0.0,85.03333333333333,135.23333333333335,3.466666666666667,42.699999999999996,10.1,0.0
2024-02-03,izmir-menderes,3,8.433333333333334,63.6,0.0,91.33333333333333,148.6,2.766666666666667,37.166666666666664,7.7,0.0
2024-02-03,izmir-menemen,1,9.433333333333332,80.2,0.0,87.7,126.33333333333333,2.733333333333333,22.600000000000005,9.166666666666666,0.0
2024-02-03,izmir-odemis,0,8.166666666666666,73.93333333333334,0.0,76.63333333333334,47.166666666666664,2.1333333333333333,14.333333333333334,7.1000000000000005,0.0
2024-02-03,izmir-seferihisar,1,10.833333333333334,66.5,0.0,89.5,128.56666666666666,4.766666666666667,32.06666666666667,10.133333333333333,0.0
2024-02-03,izmir-tire,0,10.95,99.8,0.0,91.85,122.8,1.35,13.4,10.95,0.0
2024-02-03,izmir-torbali,0,8.633333333333333,67.26666666666667,0.0,88.43333333333334,96.7,1.5,5.8999999999999995,8.066666666666666,0.0
2024-02-03,izmir-urla,0,10.166666666666666,64.2,0.0,89.5,155.0,4.3999999999999995,28.7,9.566666666666666,0.0
2024-02-03,manisa-akhisar,0,6.699999999999999,70.33333333333333,0.0,92.33333333333333,73.39999999999999,1.0999999999999999,9.200000000000001,6.233333333333333,0.0
2024-02-03,manisa-alasehir,1,11.2,99.7,0.0,82.3,214.39999999999998,1.85,26.7,11.5,0.0
2024-02-03,manisa-demirci,0,3.0,72.2,0.0,88.06666666666666,118.93333333333334,2.2666666666666666,33.53333333333333,1.7,0.0
2024-02-03,manisa-golmarmara,1,6.85,67.15,0.0,92.55,61.05,1.55,1.0,5.949999999999999,0.0
2024-02-03,manisa-gordes,0,5.233333333333333,70.60000000000001,0.0,82.66666666666667,105.26666666666665,1.6333333333333335,31.96666666666667,4.333333333333333,0.0
2024-02-03,manisa-kirkagac,0,6.666666666666667,67.76666666666667,0.0,93.5,117.63333333333333,1.3666666666666665,12.299999999999999,5.766666666666667,0.0
2024-02-03,manisa-koprubasi,0,6.75,57.150000000000006,0.0,95.9,216.5,1.25,4.7,6.05,0.0
2024-02-03,manisa-salihli,0,9.133333333333333,77.5,0.0,80.26666666666667,137.9,1.0999999999999999,11.299999999999999,9.366666666666667,0.0
2024-02-03,manisa-sarigol,0,7.933333333333334,66.93333333333334,0.0,81.39999999999999,141.86666666666667,1.4000000000000001,10.066666666666666,7.633333333333333,0.0
2024-02-03,manisa-saruhanli,0,7.433333333333334,70.56666666666668,0.0,91.36666666666667,82.66666666666667,1.2,5.333333333333333,7.333333333333333,0.0
2024-02-03,manisa-sehzadeler,1,8.0,69.63333333333334,0.0,90.23333333333333,158.1,0.7333333333333334,23.03333333333333,8.200000000000001,0.0
2024-02-03,manisa-selendi,1,8.75,93.85,0.0,85.15,83.30000000000001,2.15,8.65,7.6499999999999995,0.0
2024-02-03,manisa-soma,0,6.65,51.5,0.0,97.80000000000001,115.85,1.7000000000000002,1.0,5.8,0.0
2024-02-03,manisa-turgutlu,2,8.766666666666666,77.73333333333333,0.0,83.63333333333333,218.83333333333334,1.4000000000000001,4.7,8.5,0.0
2024-02-03,manisa-yunusemre,3,8.1,69.39999999999999,0.0,90.33333333333333,156.66666666666666,0.7666666666666666,24.400000000000002,8.299999999999999,0.0
2024-02-03,izmir-balcova,0,10.5,43.95,0.0,85.95,141.1,2.95,18.15,9.6,0.0
2024-02-03,izmir-beydag,0,3.1,30.8,0.0,78.7,136.1,1.2,1.0,3.1,0.0
2024-02-03,izmir-narlidere,1,13.5,89.1,0.0,91.9,143.7,2.6,34.2,14.0,0.0
2024-02-03,izmir-selcuk,1,9.0,60.95,0.0,87.80000000000001,97.2,1.3,7.05,8.8,0.0
2024-02-03,manisa-kula,6,5.733333333333333,71.63333333333334,0.0,76.89999999999999,119.3,2.3333333333333335,10.033333333333333,4.066666666666666,0.0
2024-02-03,manisa-ahmetli,0,10.1,100.0,0.0,81.8,132.0,0.6,1.0,10.1,0.0
2024-02-04,izmir-aliaga,1,7.466666666666666,33.333333333333336,0.0,81.60000000000001,74.36666666666666,4.1,1.0,5.266666666666667,0.0
2024-02-04,izmir-bayindir,0,5.833333333333333,38.1,0.0,86.83333333333333,14.6,3.233333333333333,1.0,3.6666666666666665,0.0
2024-02-04,izmir-bayrakli,0,6.933333333333334,30.0,0.0,85.63333333333333,46.93333333333334,2.9,1.0,5.3,0.0
2024-02-04,izmir-bergama,2,5.166666666666667,33.333333333333336,0.0,80.39999999999999,141.36666666666667,2.6333333333333333,1.0,3.766666666666667,0.0
2024-02-04,izmir-bornova,3,5.966666666666668,31.266666666666666,0.0,88.89999999999999,51.666666666666664,2.9666666666666663,1.0,4.033333333333333,0.0
2024-02-04,izmir-buca,0,6.3999999999999995,29.766666666666666,0.0,83.93333333333334,20.433333333333334,2.5,1.0,4.8,0.0
2024-02-04,izmir-cesme,2,9.466666666666667,30.600000000000005,0.0,76.23333333333333,31.866666666666664,6.6000000000000005,1.0,6.833333333333333,0.0
2024-02-04,izmir-cigli,0,7.133333333333333,29.933333333333334,0.0,84.56666666666666,43.76666666666667,2.466666666666667,1.0,5.533333333333332,0.0
2024-02-04,izmir-dikili,0,7.033333333333334,42.833333333333336,0.0,81.83333333333333,70.33333333333333,2.3666666666666667,1.0,5.566666666666666,0.0
2024-02-04,izmir-foca,0,8.166666666666666,33.36666666666667,0.0,83.63333333333334,43.73333333333333,4.8,1.0,5.933333333333334,0.0
2024-02-04,izmir-gaziemir,0,6.3999999999999995,29.433333333333334,0.0,82.66666666666667,227.63333333333335,2.6333333333333333,1.0,4.6000000000000005,0.0
2024-02-04,izmir-guzelbahce,0,5.9,42.85,0.0,76.15,28.5,4.9,1.0,2.7,0.0
2024-02-04,izmir-karabaglar,0,7.2,28.133333333333336,0.0,82.06666666666666,16.633333333333336,2.266666666666666,1.0,5.8999999999999995,0.0
2024-02-04,izmir-karaburun,0,9.033333333333333,31.333333333333332,0.0,82.46666666666667,124.16666666666667,3.5666666666666664,1.0,7.7,0.0
2024-02-04,izmir-karsiyaka,1,8.0,27.599999999999998,0.0,80.06666666666666,38.03333333333333,2.433333333333333,1.0,6.766666666666667,0.0
2024-02-04,izmir-kemalpasa,4,5.566666666666666,34.300000000000004,0.0,93.23333333333333,74.73333333333333,2.2333333333333334,1.0,3.9333333333333336,0.0
2024-02-04,izmir-kinik,0,1.1,0.0,0.0,76.5,119.6,1.5,1.0,-0.5,0.0
2024-02-04,izmir-kiraz,0,4.733333333333333,45.333333333333336,0.0,90.3,50.73333333333333,0.8666666666666667,1.0,4.733333333333333,0.0
2024-02-04,izmir-konak,0,8.133333333333335,27.933333333333337,0.0,81.36666666666666,25.099999999999998,2.3000000000000003,1.0,7.066666666666666,0.0
2024-02-04,izmir-menderes,0,5.833333333333333,30.433333333333334,0.0,85.73333333333333,224.89999999999998,2.9666666666666663,1.0,3.733333333333334,0.0
2024-02-04,izmir-menemen,1,5.633333333333333,31.86666666666667,0.0,88.96666666666665,54.23333333333333,2.5333333333333337,1.0,3.8000000000000003,0.0
2024-02-04,izmir-odemis,0,6.300000000000001,35.9,0.0,77.16666666666667,229.6,0.9666666666666667,1.0,6.0,0.0
2024-02-04,izmir-seferihisar,0,7.8,23.599999999999998,0.0,80.89999999999999,18.400000000000002,4.733333333333333,1.0,5.333333333333333,0.0
2024-02-04,izmir-tire,0,6.666666666666667,33.63333333333333,0.0,82.3,79.66666666666667,1.5666666666666667,1.0,5.866666666666666,0.0
2024-02-04,izmir-torbali,2,5.566666666666666,36.0,0.0,85.46666666666665,239.0,2.2666666666666666,1.0,3.9333333333333336,0.0
2024-02-04,izmir-urla,1,7.366666666666667,26.833333333333332,0.0,80.93333333333334,16.599999999999998,4.833333333333333,1.0,4.833333333333333,0.0
2024-02-04,manisa-akhisar,0,4.033333333333333,34.53333333333334,0.0,87.5,162.33333333333334,2.266666666666666,1.0,2.766666666666667,0.0
2024-02-04,manisa-alasehir,1,5.766666666666667,55.93333333333334,0.0,86.93333333333334,281.93333333333334,1.7,1.0,4.3999999999999995,0.0
2024-02-04,manisa-demirci,0,3.4,54.3,0.0,88.6,43.25,2.15,1.0,1.25,0.0
2024-02-04,manisa-golmarmara,0,4.5,100.0,0.0,96.0,306.4,2.6,1.0,2.1,0.0
2024-02-04,manisa-gordes,0,1.5,68.3,0.0,90.06666666666666,239.1,2.3666666666666667,1.0,-0.06666666666666658,0.0
2024-02-04,manisa-kirkagac,0,6.35,50.0,0.0,93.1,331.85,1.95,1.0,4.95,0.0
2024-02-04,manisa-koprubasi,0,1.2,99.95,0.0,88.75,140.95,1.8,1.0,0.15000000000000013,0.0
2024-02-04,manisa-salihli,0,6.133333333333333,47.73333333333333,0.0,82.10000000000001,213.03333333333333,1.9333333333333333,1.0,4.7,0.0
2024-02-04,manisa-sarigol,0,6.166666666666667,64.76666666666667,0.0,84.89999999999999,260.3666666666666,1.5999999999999999,1.0,5.1,0.0
2024-02-04,manisa-saruhanli,0,5.5,34.13333333333333,0.0,85.93333333333334,136.79999999999998,1.9333333333333333,1.0,4.433333333333334,0.0
2024-02-04,manisa-sehzadeler,3,6.333333333333333,34.46666666666667,0.0,85.60000000000001,165.53333333333333,1.3666666666666665,1.0,5.7,0.0
2024-02-04,manisa-selendi,0,3.4666666666666663,40.699999999999996,0.0,87.86666666666667,139.13333333333333,1.3,1.0,2.9,0.0
2024-02-04,manisa-soma,0,5.3,33.333333333333336,0.0,92.56666666666666,185.26666666666665,1.2666666666666666,1.0,4.533333333333333,0.0
2024-02-04,manisa-turgutlu,0,5.0,37.7,0.0,89.03333333333335,231.26666666666665,1.5666666666666667,1.0,4.3,0.0
2024-02-04,manisa-yunusemre,0,6.5,34.5,0.0,85.43333333333334,167.36666666666667,1.3666666666666665,1.0,5.866666666666667,0.0
2024-02-04,izmir-balcova,0,10.35,42.1,0.0,77.30000000000001,139.5,2.4499999999999997,1.0,9.45,0.0
2024-02-04,izmir-beydag,0,5.8999999999999995,55.93333333333334,0.0,91.63333333333333,265.0,0.6,1.0,6.033333333333332,0.0
2024-02-04,izmir-narlidere,0,6.25,42.95,0.0,76.35,28.2,3.35,1.0,3.9,0.0
2024-02-04,izmir-selcuk,0,9.0,56.4,0.0,85.9,17.3,2.5500000000000003,1.0,7.699999999999999,0.0
2024-02-04,manisa-kula,0,3.6333333333333333,66.93333333333334,0.0,90.06666666666666,314.8,1.7666666666666666,1.0,1.7333333333333334,0.0
2024-02-04,manisa-ahmetli,0,3.7,100.0,0.0,89.1,330.2,2.4,1.0,1.5,0.0
2024-02-05,izmir-aliaga,0,6.866666666666667,33.4,0.0,83.86666666666666,107.76666666666667,2.9333333333333336,8.466666666666667,4.966666666666666,0.0
2024-02-05,izmir-bayindir,1,5.833333333333333,33.13333333333333,0.0,79.76666666666667,35.1,1.5333333333333334,1.0,5.066666666666666,0.0
2024-02-05,izmir-bayrakli,0,5.833333333333333,33.13333333333333,0.0,79.76666666666667,35.1,1.5333333333333334,1.0,5.066666666666666,0.0
2024-02-05,izmir-bergama,1,3.533333333333333,33.666666666666664,0.0,89.63333333333333,117.43333333333332,1.3333333333333333,1.0,2.266666666666666,0.0
