unique_id,bildirimsiz_sum
2024-02-04-izmir-aliaga,5.055489148902309
2024-02-04-izmir-bayindir,4.724897288110166
2024-02-04-izmir-bayrakli,4.788368277851456
2024-02-04-izmir-bergama,6.022128329474393
2024-02-04-izmir-bornova,7.096500062068826
2024-02-04-izmir-buca,6.099662590877922
2024-02-04-izmir-cesme,7.845676438251969
2024-02-04-izmir-cigli,4.780677418611358
2024-02-04-izmir-dikili,5.161295293019188
2024-02-04-izmir-foca,4.892559933053844
2024-02-04-izmir-gaziemir,3.8706561728168007
2024-02-04-izmir-guzelbahce,3.9009569381161304
2024-02-04-izmir-karabaglar,4.970928925546222
2024-02-04-izmir-karaburun,5.005159250921913
2024-02-04-izmir-karsiyaka,5.013660498858136
2024-02-04-izmir-kemalpasa,5.6387824115361775
2024-02-04-izmir-kinik,3.804472303914548
2024-02-04-izmir-kiraz,4.818799619514066
2024-02-04-izmir-konak,7.661467361487627
2024-02-04-izmir-menderes,6.345806026120846
2024-02-04-izmir-menemen,6.418982535162524
2024-02-04-izmir-odemis,6.361771812366637
2024-02-04-izmir-seferihisar,4.907405671302012
2024-02-04-izmir-tire,5.588894545379866
2024-02-04-izmir-torbali,6.026145691698063
2024-02-04-izmir-urla,6.006679823226074
2024-02-04-manisa-akhisar,6.000305726059297
2024-02-04-manisa-alasehir,6.11179947797181
2024-02-04-manisa-demirci,3.7138533243392486
2024-02-04-manisa-golmarmara,3.2924651783781185
2024-02-04-manisa-gordes,4.1729938553023835
2024-02-04-manisa-kirkagac,3.7500492882614185
2024-02-04-manisa-koprubasi,3.660670681812253
2024-02-04-manisa-salihli,7.4000510369642925
2024-02-04-manisa-sarigol,4.4145900754403415
2024-02-04-manisa-saruhanli,4.8999406922837165
2024-02-04-manisa-sehzadeler,6.087493296915789
2024-02-04-manisa-selendi,4.246774313778261
2024-02-04-manisa-soma,4.506975177080754
2024-02-04-manisa-turgutlu,5.4272624190501135
2024-02-04-manisa-yunusemre,7.7163503768614135
2024-02-04-izmir-balcova,3.921281919537273
2024-02-04-izmir-beydag,3.6085918476819976
2024-02-04-izmir-narlidere,4.033245163695835
2024-02-04-izmir-selcuk,4.014708803227902
2024-02-04-manisa-kula,4.209801874527753
2024-02-04-manisa-ahmetli,5.082808581524885
2024-02-05-izmir-aliaga,5.082303897072143
2024-02-05-izmir-bayindir,4.801377676330929
2024-02-05-izmir-bayrakli,4.841841541402652
2024-02-05-izmir-bergama,5.902699728128788
2024-02-05-izmir-bornova,7.044558072296168
2024-02-05-izmir-buca,6.14668920375734
2024-02-05-izmir-cesme,7.545037778700991
2024-02-05-izmir-cigli,4.771204498444422
2024-02-05-izmir-dikili,5.209839936163743
2024-02-05-izmir-foca,4.890268714345339
2024-02-05-izmir-gaziemir,3.9041192470863635
2024-02-05-izmir-guzelbahce,3.9041192470863635
2024-02-05-izmir-karabaglar,4.922695717221967
2024-02-05-izmir-karaburun,4.922695717221967
2024-02-05-izmir-karsiyaka,5.043961264157465
2024-02-05-izmir-kemalpasa,5.552660267214661
2024-02-05-izmir-kinik,3.8134810040550042
2024-02-05-izmir-kiraz,4.850262927033208
2024-02-05-izmir-konak,6.798103045053837
2024-02-05-izmir-menderes,6.591570782989226
2024-02-05-izmir-menemen,6.412009644498802
2024-02-05-izmir-odemis,6.545190985517227
2024-02-05-izmir-seferihisar,4.96711265696735
2024-02-05-izmir-tire,5.640317894416955
2024-02-05-izmir-torbali,5.973555698045963
2024-02-05-izmir-urla,6.006679823226074
2024-02-05-manisa-akhisar,6.122094512565584
2024-02-05-manisa-alasehir,6.0588640618322
2024-02-05-manisa-demirci,3.527840922825319
2024-02-05-manisa-golmarmara,3.3063008802593954
2024-02-05-manisa-gordes,4.172747380151193
2024-02-05-manisa-kirkagac,3.7519829943191634
2024-02-05-manisa-koprubasi,3.618924372119756
2024-02-05-manisa-salihli,7.571813245429994
2024-02-05-manisa-sarigol,4.176794867863563
2024-02-05-manisa-saruhanli,4.916782381339157
2024-02-05-manisa-sehzadeler,6.061056667902769
2024-02-05-manisa-selendi,4.285539043143689
2024-02-05-manisa-soma,4.644606788592118
2024-02-05-manisa-turgutlu,5.4559141098020545
2024-02-05-manisa-yunusemre,8.68673488959699
2024-02-05-izmir-balcova,4.018773616170809
2024-02-05-izmir-beydag,3.608703427860443
2024-02-05-izmir-narlidere,3.9480862797642104
2024-02-05-izmir-selcuk,4.0643027502797535
2024-02-05-manisa-kula,4.215851876123345
2024-02-05-manisa-ahmetli,5.097933435287521
2024-02-06-izmir-aliaga,5.0976514378484925
2024-02-06-izmir-bayindir,4.841841541402652
2024-02-06-izmir-bayrakli,4.805739620821425
2024-02-06-izmir-bergama,6.234613373953897
2024-02-06-izmir-bornova,7.124714753345091
2024-02-06-izmir-buca,6.256162820056112
2024-02-06-izmir-cesme,7.691317160232854
2024-02-06-izmir-cigli,4.858472551651893
2024-02-06-izmir-dikili,5.209839936163743
2024-02-06-izmir-foca,4.903134620799336
2024-02-06-izmir-gaziemir,3.9457889239697934
2024-02-06-izmir-guzelbahce,3.855794953811668
2024-02-06-izmir-karabaglar,4.993600325677206
2024-02-06-izmir-karaburun,4.922695717221967
2024-02-06-izmir-karsiyaka,5.043961264157465
2024-02-06-izmir-kemalpasa,5.523788933555477
2024-02-06-izmir-kinik,3.8134810040550042
2024-02-06-izmir-kiraz,4.892296201829263
2024-02-06-izmir-konak,6.692014379971353
2024-02-06-izmir-menderes,6.469618655515103
2024-02-06-izmir-menemen,6.540938549710761
2024-02-06-izmir-odemis,6.553474622145476
2024-02-06-izmir-seferihisar,4.96711265696735
2024-02-06-izmir-tire,5.6486015310452045
2024-02-06-izmir-torbali,5.996566784612588
2024-02-06-izmir-urla,6.078374522041707
2024-02-06-manisa-akhisar,6.048751023218713
2024-02-06-manisa-alasehir,6.113653384324629
2024-02-06-manisa-demirci,3.692438169083549
2024-02-06-manisa-golmarmara,3.296187841645909
2024-02-06-manisa-gordes,4.160070562499065
2024-02-06-manisa-kirkagac,3.7519829943191634
2024-02-06-manisa-koprubasi,3.618924372119756
2024-02-06-manisa-salihli,7.4902174157162795
2024-02-06-manisa-sarigol,4.296953815168375
2024-02-06-manisa-saruhanli,4.926895419952643
2024-02-06-manisa-sehzadeler,6.0677180842619025
2024-02-06-manisa-selendi,4.395584951835014
2024-02-06-manisa-soma,4.524447841287307
2024-02-06-manisa-turgutlu,5.432811659838067
2024-02-06-manisa-yunusemre,6.441112142683231
2024-02-06-izmir-balcova,4.605090510159519
2024-02-06-izmir-beydag,3.608703427860443
2024-02-06-izmir-narlidere,3.927965261227238
2024-02-06-izmir-selcuk,4.0643027502797535
2024-02-06-manisa-kula,4.1643755558510955
2024-02-06-manisa-ahmetli,5.087820396674035
2024-02-07-izmir-aliaga,5.067884382182797
2024-02-07-izmir-bayindir,4.805739620821425
2024-02-07-izmir-bayrakli,4.85174204278147
2024-02-07-izmir-bergama,6.283740353317661
2024-02-07-izmir-bornova,7.408296273089588
2024-02-07-izmir-buca,6.378916959611363
2024-02-07-izmir-cesme,9.861908221837036
2024-02-07-izmir-cigli,4.8693224291783705
2024-02-07-izmir-dikili,5.285160794892257
2024-02-07-izmir-foca,5.222035838176258
2024-02-07-izmir-gaziemir,4.017144594302409
2024-02-07-izmir-guzelbahce,4.742774332659978
2024-02-07-izmir-karabaglar,5.051588827623393
2024-02-07-izmir-karaburun,6.088194276141471
2024-02-07-izmir-karsiyaka,5.152274625342515
2024-02-07-izmir-kemalpasa,5.524583690068955
2024-02-07-izmir-kinik,3.7831802387556737
2024-02-07-izmir-kiraz,4.821391593374024
2024-02-07-izmir-konak,8.492964191997174
2024-02-07-izmir-menderes,6.975362653959682
2024-02-07-izmir-menemen,6.5760364495172245
2024-02-07-izmir-odemis,6.823302091571034
2024-02-07-izmir-seferihisar,5.844014593085908
2024-02-07-izmir-tire,5.6486015310452045
2024-02-07-izmir-torbali,6.006679823226074
2024-02-07-izmir-urla,6.809173970800292
2024-02-07-manisa-akhisar,6.113653384324629
2024-02-07-manisa-alasehir,6.048751023218713
2024-02-07-manisa-demirci,3.5882880252834286
2024-02-07-manisa-golmarmara,3.296187841645909
2024-02-07-manisa-gordes,4.1459883854665955
2024-02-07-manisa-kirkagac,3.7403676206389083
2024-02-07-manisa-koprubasi,3.618924372119756
2024-02-07-manisa-salihli,7.4902174157162795
2024-02-07-manisa-sarigol,4.176794867863563
2024-02-07-manisa-saruhanli,4.926895419952643
2024-02-07-manisa-sehzadeler,6.329797603418188
2024-02-07-manisa-selendi,4.275426004530202
2024-02-07-manisa-soma,4.503038930374942
2024-02-07-manisa-turgutlu,5.654922003737293
2024-02-07-manisa-yunusemre,7.479234776023232
2024-02-07-izmir-balcova,4.4574417112053615
2024-02-07-izmir-beydag,3.608703427860443
2024-02-07-izmir-narlidere,4.323882604249084
2024-02-07-izmir-selcuk,4.07441578889324
2024-02-07-manisa-kula,4.022400908001283
2024-02-07-manisa-ahmetli,5.087820396674035
2024-02-08-izmir-aliaga,5.421478790990277
2024-02-08-izmir-bayindir,4.841841541402652
2024-02-08-izmir-bayrakli,4.7889555350696895
2024-02-08-izmir-bergama,6.201790834514618
2024-02-08-izmir-bornova,7.181249832913293
2024-02-08-izmir-buca,6.471410747079642
2024-02-08-izmir-cesme,8.42612588941471
2024-02-08-izmir-cigli,5.166814430302648
2024-02-08-izmir-dikili,5.7412625166365885
2024-02-08-izmir-foca,5.046850152973805
2024-02-08-izmir-gaziemir,4.158386396773809
2024-02-08-izmir-guzelbahce,5.103001494465152
2024-02-08-izmir-karabaglar,5.273102832552581
2024-02-08-izmir-karaburun,7.152408614311549
2024-02-08-izmir-karsiyaka,5.140772460843047
2024-02-08-izmir-kemalpasa,6.743634520348554
2024-02-08-izmir-kinik,3.8317811473767254
2024-02-08-izmir-kiraz,5.086726926471447
2024-02-08-izmir-konak,8.623118084205249
2024-02-08-izmir-menderes,7.22573948894906
2024-02-08-izmir-menemen,6.701025244078808
2024-02-08-izmir-odemis,6.923253512963509
2024-02-08-izmir-seferihisar,5.816311433467621
2024-02-08-izmir-tire,5.6486015310452045
2024-02-08-izmir-torbali,6.078374522041707
2024-02-08-izmir-urla,7.244848803727372
2024-02-08-manisa-akhisar,6.0588640618322
2024-02-08-manisa-alasehir,5.982737552191564
2024-02-08-manisa-demirci,3.5522004357201564
2024-02-08-manisa-golmarmara,3.5322653730058162
2024-02-08-manisa-gordes,4.160070562499065
2024-02-08-manisa-kirkagac,3.7287572231025443
2024-02-08-manisa-koprubasi,3.618924372119756
2024-02-08-manisa-salihli,7.4902174157162795
2024-02-08-manisa-sarigol,4.311226824473036
2024-02-08-manisa-saruhanli,4.888130690587216
2024-02-08-manisa-sehzadeler,6.329797603418188
2024-02-08-manisa-selendi,4.302157935847021
2024-02-08-manisa-soma,4.627467947118745
2024-02-08-manisa-turgutlu,5.670538071731058
2024-02-08-manisa-yunusemre,8.838845549055272
2024-02-08-izmir-balcova,4.772193675862562
2024-02-08-izmir-beydag,3.5552301643092457
2024-02-08-izmir-narlidere,5.297799255796618
2024-02-08-izmir-selcuk,4.07441578889324
2024-02-08-manisa-kula,4.251797267394052
2024-02-08-manisa-ahmetli,5.096697254641326
2024-02-09-izmir-aliaga,5.080462834623739
2024-02-09-izmir-bayindir,4.788368277851456
2024-02-09-izmir-bayrakli,4.902736242356334
2024-02-09-izmir-bergama,6.2918566304750145
2024-02-09-izmir-bornova,7.141942510434844
2024-02-09-izmir-buca,6.590399693566705
2024-02-09-izmir-cesme,7.297666424778325
2024-02-09-izmir-cigli,4.887589284702111
2024-02-09-izmir-dikili,5.196974029709746
2024-02-09-izmir-foca,5.180561495178
2024-02-09-izmir-gaziemir,4.368315719084239
2024-02-09-izmir-guzelbahce,4.123815749250209
2024-02-09-izmir-karabaglar,5.20606388370852
2024-02-09-izmir-karaburun,5.2587801206570655
2024-02-09-izmir-karsiyaka,5.190994103387395
2024-02-09-izmir-kemalpasa,5.682869312118791
2024-02-09-izmir-kinik,3.8134810040550042
2024-02-09-izmir-kiraz,4.821391593374024
2024-02-09-izmir-konak,7.385101622651167
2024-02-09-izmir-menderes,6.828960705342546
2024-02-09-izmir-menemen,6.609070281603886
2024-02-09-izmir-odemis,6.680527302112799
2024-02-09-izmir-seferihisar,5.561976216771899
2024-02-09-izmir-tire,5.588894545379866
2024-02-09-izmir-torbali,6.074018733997616
2024-02-09-izmir-urla,6.823196172445471
2024-02-09-manisa-akhisar,6.113653384324629
2024-02-09-manisa-alasehir,6.100983275447297
2024-02-09-manisa-demirci,3.7525496367125477
2024-02-09-manisa-golmarmara,3.3063008802593954
2024-02-09-manisa-gordes,4.160070562499065
2024-02-09-manisa-kirkagac,3.7403725967827994
2024-02-09-manisa-koprubasi,3.618924372119756
2024-02-09-manisa-salihli,7.242880504168458
2024-02-09-manisa-sarigol,4.347863703167678
2024-02-09-manisa-saruhanli,4.926895419952643
2024-02-09-manisa-sehzadeler,5.91890744620515
2024-02-09-manisa-selendi,4.3186983178680505
2024-02-09-manisa-soma,4.534560879900793
2024-02-09-manisa-turgutlu,5.4272624190501135
2024-02-09-manisa-yunusemre,7.45701951759026
2024-02-09-izmir-balcova,4.628446320420822
2024-02-09-izmir-beydag,3.348758506834029
2024-02-09-izmir-narlidere,4.604780833435912
2024-02-09-izmir-selcuk,4.820978085908157
2024-02-09-manisa-kula,4.280672961107397
2024-02-09-manisa-ahmetli,4.894407011040671
2024-02-10-izmir-aliaga,5.596763197959782
2024-02-10-izmir-bayindir,4.843038168812037
2024-02-10-izmir-bayrakli,4.8491114601480705
2024-02-10-izmir-bergama,5.952997023960383
2024-02-10-izmir-bornova,7.443769288587437
2024-02-10-izmir-buca,6.30637257263024
2024-02-10-izmir-cesme,10.513469149632073
2024-02-10-izmir-cigli,4.846717195102387
2024-02-10-izmir-dikili,5.146055150372184
2024-02-10-izmir-foca,4.773268326749644
2024-02-10-izmir-gaziemir,4.0734382627164
2024-02-10-izmir-guzelbahce,4.128940784883425
2024-02-10-izmir-karabaglar,5.0915466846525295
2024-02-10-izmir-karaburun,5.406072540036585
2024-02-10-izmir-karsiyaka,5.092681010806927
2024-02-10-izmir-kemalpasa,5.585007112934036
2024-02-10-izmir-kinik,3.9169768467949497
2024-02-10-izmir-kiraz,4.850352848632632
2024-02-10-izmir-konak,7.833531031258167
2024-02-10-izmir-menderes,7.029726317199853
2024-02-10-izmir-menemen,6.4143955145430045
2024-02-10-izmir-odemis,6.612135905303708
2024-02-10-izmir-seferihisar,5.170593007798741
2024-02-10-izmir-tire,5.585781773593444
2024-02-10-izmir-torbali,6.068403085219867
2024-02-10-izmir-urla,7.144698761368504
2024-02-10-manisa-akhisar,6.1223378506242625
2024-02-10-manisa-alasehir,6.100288806824987
2024-02-10-manisa-demirci,3.711411923787527
2024-02-10-manisa-golmarmara,3.358059271509156
2024-02-10-manisa-gordes,4.207717209376746
2024-02-10-manisa-kirkagac,3.7996296411968458
2024-02-10-manisa-koprubasi,3.607308998439501
2024-02-10-manisa-salihli,7.389286130460743
2024-02-10-manisa-sarigol,4.417599052561071
2024-02-10-manisa-saruhanli,4.888130690587216
2024-02-10-manisa-sehzadeler,6.360666143691611
2024-02-10-manisa-selendi,4.290400902088719
2024-02-10-manisa-soma,4.620144765162608
2024-02-10-manisa-turgutlu,5.634856102390156
2024-02-10-manisa-yunusemre,8.265214947960345
2024-02-10-izmir-balcova,4.612360428904937
2024-02-10-izmir-beydag,3.614492184867183
2024-02-10-izmir-narlidere,3.9949404044559613
2024-02-10-izmir-selcuk,4.118184817121179
2024-02-10-manisa-kula,3.962396834102686
2024-02-10-manisa-ahmetli,5.193970688835964
2024-02-11-izmir-aliaga,6.56196257385624
2024-02-11-izmir-bayindir,4.843038168812037
2024-02-11-izmir-bayrakli,5.5313235260947415
2024-02-11-izmir-bergama,6.41760367842987
2024-02-11-izmir-bornova,8.490463666732625
2024-02-11-izmir-buca,6.649922607904831
2024-02-11-izmir-cesme,9.67988499288453
2024-02-11-izmir-cigli,6.613223233760037
2024-02-11-izmir-dikili,6.206538849756253
2024-02-11-izmir-foca,6.37230822982366
2024-02-11-izmir-gaziemir,5.296280389796669
2024-02-11-izmir-guzelbahce,5.194658756786052
2024-02-11-izmir-karabaglar,5.969890998678784
2024-02-11-izmir-karaburun,6.894805279563866
2024-02-11-izmir-karsiyaka,5.969367309888119
2024-02-11-izmir-kemalpasa,6.511952401875321
2024-02-11-izmir-kinik,4.259607324224144
2024-02-11-izmir-kiraz,5.187678464187398
2024-02-11-izmir-konak,8.267011016100732
2024-02-11-izmir-menderes,8.005710517755729
2024-02-11-izmir-menemen,7.565015439962669
2024-02-11-izmir-odemis,7.176404862416453
2024-02-11-izmir-seferihisar,5.548887892172497
2024-02-11-izmir-tire,6.349085404691675
2024-02-11-izmir-torbali,6.372392380212206
2024-02-11-izmir-urla,7.537338752523011
2024-02-11-manisa-akhisar,6.3890073042329965
2024-02-11-manisa-alasehir,6.8408681875229
2024-02-11-manisa-demirci,4.165172645243946
2024-02-11-manisa-golmarmara,4.587698945351148
2024-02-11-manisa-gordes,4.680377036480396
2024-02-11-manisa-kirkagac,4.901107093885718
2024-02-11-manisa-koprubasi,3.505435929974414
2024-02-11-manisa-salihli,7.689977853112597
2024-02-11-manisa-sarigol,4.810978359943061
2024-02-11-manisa-saruhanli,5.21815739384154
2024-02-11-manisa-sehzadeler,6.249894426106371
2024-02-11-manisa-selendi,4.728847587568272
2024-02-11-manisa-soma,5.724913361365136
2024-02-11-manisa-turgutlu,5.637449770884112
2024-02-11-manisa-yunusemre,7.707681341454787
2024-02-11-izmir-balcova,5.65104635930609
2024-02-11-izmir-beydag,3.4400745328435858
2024-02-11-izmir-narlidere,5.041533527054817
2024-02-11-izmir-selcuk,4.895082967974269
2024-02-11-manisa-kula,4.742396775252208
2024-02-11-manisa-ahmetli,5.385103782988094
2024-02-12-izmir-aliaga,5.68018328827871
2024-02-12-izmir-bayindir,5.876159899307068
2024-02-12-izmir-bayrakli,5.562128439917427
2024-02-12-izmir-bergama,7.137399844970223
2024-02-12-izmir-bornova,8.678692288992956
2024-02-12-izmir-buca,7.477285710486842
2024-02-12-izmir-cesme,9.586105007508891
2024-02-12-izmir-cigli,6.72863279792363
2024-02-12-izmir-dikili,5.980219134472778
2024-02-12-izmir-foca,5.543687936257459
2024-02-12-izmir-gaziemir,5.094098517112671
2024-02-12-izmir-guzelbahce,5.599137928154959
2024-02-12-izmir-karabaglar,6.373917895742303
2024-02-12-izmir-karaburun,7.957967262579611
2024-02-12-izmir-karsiyaka,6.602785216688556
2024-02-12-izmir-kemalpasa,6.320396540841396
2024-02-12-izmir-kinik,5.274963208862161
2024-02-12-izmir-kiraz,5.79942039405315
2024-02-12-izmir-konak,9.117188852069335
2024-02-12-izmir-menderes,10.055703523504581
2024-02-12-izmir-menemen,7.611435292133244
2024-02-12-izmir-odemis,7.845712981120377
2024-02-12-izmir-seferihisar,6.484385192348426
2024-02-12-izmir-tire,8.080001135154943
2024-02-12-izmir-torbali,7.231653152430036
2024-02-12-izmir-urla,7.00591738089091
2024-02-12-manisa-akhisar,7.736556330600005
2024-02-12-manisa-alasehir,7.036970016599182
2024-02-12-manisa-demirci,4.591273651159944
2024-02-12-manisa-golmarmara,4.286176995037369
2024-02-12-manisa-gordes,5.368492252832012
2024-02-12-manisa-kirkagac,4.965877550883927
2024-02-12-manisa-koprubasi,4.684642381125827
2024-02-12-manisa-salihli,8.88898056677471
2024-02-12-manisa-sarigol,4.8551971850471
2024-02-12-manisa-saruhanli,5.010832713749899
2024-02-12-manisa-sehzadeler,7.676399844371488
2024-02-12-manisa-selendi,5.809780702260384
2024-02-12-manisa-soma,6.425621330049637
2024-02-12-manisa-turgutlu,5.923829490340765
2024-02-12-manisa-yunusemre,7.7655432019729504
2024-02-12-izmir-balcova,5.100622103094917
2024-02-12-izmir-beydag,4.846922103674812
2024-02-12-izmir-narlidere,5.115720772261766
2024-02-12-izmir-selcuk,6.05529946642153
2024-02-12-manisa-kula,5.155469116309666
2024-02-12-manisa-ahmetli,6.30083009817638
2024-02-13-izmir-aliaga,5.1291680163594355
2024-02-13-izmir-bayindir,4.963062637108432
2024-02-13-izmir-bayrakli,4.9718153164349586
2024-02-13-izmir-bergama,6.324850278602125
2024-02-13-izmir-bornova,7.102994530590097
2024-02-13-izmir-buca,6.790226435364339
2024-02-13-izmir-cesme,7.966734952601741
2024-02-13-izmir-cigli,4.836300303696179
2024-02-13-izmir-dikili,5.481227646768114
2024-02-13-izmir-foca,5.246311430483193
2024-02-13-izmir-gaziemir,4.725444985191082
2024-02-13-izmir-guzelbahce,4.045293696310092
2024-02-13-izmir-karabaglar,5.5934923297222365
2024-02-13-izmir-karaburun,5.584135819780249
2024-02-13-izmir-karsiyaka,5.233516691466148
2024-02-13-izmir-kemalpasa,6.264017236925408
2024-02-13-izmir-kinik,3.835142982012438
2024-02-13-izmir-kiraz,5.738375330939414
2024-02-13-izmir-konak,7.882483738690602
